Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09894321858882904,469033600,0.0,0.0
1980-12-15,0.12221000343561172,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.09378129243850708,175884800,0.0,0.0
1980-12-16,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08689796924591064,105728000,0.0,0.0
1980-12-17,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08904875814914703,86441600,0.0,0.0
1980-12-18,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09163045883178711,73449600,0.0,0.0
1980-12-19,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09722261130809784,48630400,0.0,0.0
1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.10195430368185043,37363200,0.0,0.0
1980-12-23,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10625671595335007,46950400,0.0,0.0
1980-12-24,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.11184878647327423,48003200,0.0,0.0
1980-12-26,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,0.12217345833778381,55574400,0.0,0.0
1980-12-29,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.16071400046348572,0.1238940879702568,93161600,0.0,0.0
1980-12-30,0.15736599266529083,0.15736599266529083,0.156808003783226,0.156808003783226,0.1208830177783966,68880000,0.0,0.0
1980-12-31,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,0.11744166165590286,35750400,0.0,0.0
1981-01-02,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.15401799976825714,0.11873206496238708,21660800,0.0,0.0
1981-01-05,0.15122799575328827,0.15122799575328827,0.15067000687122345,0.15067000687122345,0.11615123599767685,35728000,0.0,0.0
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11098852008581161,45158400,0.0,0.0
1981-01-07,0.13839299976825714,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10625671595335007,55686400,0.0,0.0
1981-01-08,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,0.10410591959953308,39827200,0.0,0.0
1981-01-09,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.10969801247119904,21504000,0.0,0.0
1981-01-12,0.14229899644851685,0.14229899644851685,0.141183003783226,0.141183003783226,0.10883774608373642,23699200,0.0,0.0
1981-01-13,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,0.10496620833873749,23049600,0.0,0.0
1981-01-14,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.10539643466472626,14291200,0.0,0.0
1981-01-15,0.13950900733470917,0.140625,0.13950900733470917,0.13950900733470917,0.10754724591970444,14067200,0.0,0.0
1981-01-16,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,0.10668689757585526,13395200,0.0,0.0
1981-01-19,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,0.11313925683498383,41574400,0.0,0.0
1981-01-20,0.14285700023174286,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.10969801247119904,30083200,0.0,0.0
1981-01-21,0.14508900046348572,0.14620499312877655,0.14508900046348572,0.14508900046348572,0.11184878647327423,15904000,0.0,0.0
1981-01-22,0.14676299691200256,0.1478790044784546,0.14676299691200256,0.14676299691200256,0.11313925683498383,35548800,0.0,0.0
1981-01-23,0.14676299691200256,0.14732100069522858,0.14620499312877655,0.14620499312877655,0.11270913481712341,11222400,0.0,0.0
1981-01-26,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11098852008581161,24640000,0.0,0.0
1981-01-27,0.1439729928970337,0.1439729928970337,0.14285700023174286,0.14285700023174286,0.11012820154428482,23699200,0.0,0.0
1981-01-28,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,0.10668689757585526,28156800,0.0,0.0
1981-01-29,0.13392899930477142,0.13392899930477142,0.1333709955215454,0.1333709955215454,0.10281543433666229,43904000,0.0,0.0
1981-01-30,0.12723200023174286,0.12723200023174286,0.12611599266529083,0.12611599266529083,0.09722261130809784,46188800,0.0,0.0
1981-02-02,0.11941999942064285,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09163045883178711,23766400,0.0,0.0
1981-02-03,0.12332600355148315,0.12388399988412857,0.12332600355148315,0.12332600355148315,0.09507177770137787,19152000,0.0,0.0
1981-02-04,0.12779000401496887,0.1283479928970337,0.12779000401496887,0.12779000401496887,0.09851307421922684,27865600,0.0,0.0
1981-02-05,0.12779000401496887,0.1289059966802597,0.12779000401496887,0.12779000401496887,0.09851307421922684,7929600,0.0,0.0
1981-02-06,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09894321858882904,13865600,0.0,0.0
1981-02-09,0.12276799976825714,0.12276799976825714,0.12165199965238571,0.12165199965238571,0.09378129243850708,16755200,0.0,0.0
1981-02-10,0.12165199965238571,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.09378129243850708,18345600,0.0,0.0
1981-02-11,0.11830399930477142,0.11830399930477142,0.11774600297212601,0.11774600297212601,0.0907701626420021,13843200,0.0,0.0
1981-02-12,0.1171879991889,0.1171879991889,0.11662899702787399,0.11662899702787399,0.08990904688835144,14560000,0.0,0.0
1981-02-13,0.11495500057935715,0.11495500057935715,0.11383900046348572,0.11383900046348572,0.08775827288627625,11155200,0.0,0.0
1981-02-17,0.11662899702787399,0.1171879991889,0.11662899702787399,0.11662899702787399,0.08990904688835144,12275200,0.0,0.0
1981-02-18,0.12165199965238571,0.12276799976825714,0.12165199965238571,0.12165199965238571,0.09378129243850708,19241600,0.0,0.0
1981-02-19,0.11495500057935715,0.11495500057935715,0.11439699679613113,0.11439699679613113,0.08818840235471725,22310400,0.0,0.0
1981-02-20,0.10881700366735458,0.10881700366735458,0.10825899988412857,0.10825899988412857,0.08345664292573929,24371200,0.0,0.0
1981-02-23,0.10993299633264542,0.11049100011587143,0.10993299633264542,0.10993299633264542,0.08474712073802948,14112000,0.0,0.0
1981-02-24,0.10714299976825714,0.10714299976825714,0.10602699965238571,0.10602699965238571,0.08173597604036331,16979200,0.0,0.0
1981-02-25,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08689796924591064,19488000,0.0,0.0
1981-02-26,0.11439699679613113,0.11495500057935715,0.11439699679613113,0.11439699679613113,0.08818840235471725,10841600,0.0,0.0
1981-02-27,0.11830399930477142,0.11941999942064285,0.11830399930477142,0.11830399930477142,0.0912003219127655,14761600,0.0,0.0
1981-03-02,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09163045883178711,11760000,0.0,0.0
1981-03-03,0.11774600297212601,0.11774600297212601,0.1171879991889,0.1171879991889,0.09033996611833572,16172800,0.0,0.0
1981-03-04,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.11607100069522858,0.08947888016700745,13708800,0.0,0.0
1981-03-05,0.11607100069522858,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08904875814914703,5376000,0.0,0.0
1981-03-06,0.11551299691200256,0.11551299691200256,0.11439699679613113,0.11439699679613113,0.08818840235471725,11603200,0.0,0.0
1981-03-09,0.10602699965238571,0.10602699965238571,0.1054690033197403,0.1054690033197403,0.0813058614730835,15321600,0.0,0.0
1981-03-10,0.10100399702787399,0.10100399702787399,0.10044600069522858,0.10044600069522858,0.07743361592292786,28380800,0.0,0.0
1981-03-11,0.0976559966802597,0.0976559966802597,0.09653999656438828,0.09653999656438828,0.0744224563241005,29859200,0.0,0.0
1981-03-12,0.10044600069522858,0.10100399702787399,0.10044600069522858,0.10044600069522858,0.07743361592292786,59248000,0.0,0.0
1981-03-13,0.09988799691200256,0.09988799691200256,0.09933000057935715,0.09933000057935715,0.07657333463430405,231302400,0.0,0.0
1981-03-16,0.10323700308799744,0.10435300320386887,0.10323700308799744,0.10323700308799744,0.07958519458770752,37228800,0.0,0.0
1981-03-17,0.10825899988412857,0.109375,0.10825899988412857,0.10825899988412857,0.08345664292573929,43747200,0.0,0.0
1981-03-18,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.11495500057935715,0.08861860632896423,36937600,0.0,0.0
1981-03-19,0.11439699679613113,0.11439699679613113,0.11383900046348572,0.11383900046348572,0.08775827288627625,37811200,0.0,0.0
1981-03-20,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.11495500057935715,0.08861860632896423,14604800,0.0,0.0
1981-03-23,0.11941999942064285,0.12053599953651428,0.11941999942064285,0.11941999942064285,0.09206065535545349,22019200,0.0,0.0
1981-03-24,0.11941999942064285,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09163045883178711,28156800,0.0,0.0
1981-03-25,0.11774600297212601,0.11774600297212601,0.11662899702787399,0.11662899702787399,0.08990904688835144,7056000,0.0,0.0
1981-03-26,0.11495500057935715,0.11495500057935715,0.11439699679613113,0.11439699679613113,0.08818840235471725,12275200,0.0,0.0
1981-03-27,0.11104899644851685,0.11104899644851685,0.11049100011587143,0.11049100011587143,0.08517729490995407,12252800,0.0,0.0
1981-03-30,0.11049100011587143,0.11160700023174286,0.11049100011587143,0.11049100011587143,0.08517729490995407,9900800,0.0,0.0
1981-03-31,0.11049100011587143,0.11049100011587143,0.109375,0.109375,0.08431696891784668,15993600,0.0,0.0
1981-04-01,0.10881700366735458,0.10881700366735458,0.10825899988412857,0.10825899988412857,0.08345664292573929,34070400,0.0,0.0
1981-04-02,0.11774600297212601,0.11830399930477142,0.11774600297212601,0.11774600297212601,0.0907701626420021,31404800,0.0,0.0
1981-04-03,0.11830399930477142,0.11886200308799744,0.11830399930477142,0.11830399930477142,0.0912003219127655,16486400,0.0,0.0
1981-04-06,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.11607100069522858,0.08947888016700745,22803200,0.0,0.0
1981-04-07,0.11551299691200256,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08861860632896423,10684800,0.0,0.0
1981-04-08,0.12053599953651428,0.12165199965238571,0.12053599953651428,0.12053599953651428,0.09292097389698029,21952000,0.0,0.0
1981-04-09,0.12276799976825714,0.12332600355148315,0.12276799976825714,0.12276799976825714,0.09464163333177567,12499200,0.0,0.0
1981-04-10,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09593207389116287,33465600,0.0,0.0
1981-04-13,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09593207389116287,16060800,0.0,0.0
1981-04-14,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09593207389116287,6652800,0.0,0.0
1981-04-15,0.11886200308799744,0.11886200308799744,0.11830399930477142,0.11830399930477142,0.0912003219127655,34048000,0.0,0.0
1981-04-16,0.11216499656438828,0.11216499656438828,0.11160700023174286,0.11160700023174286,0.08603757619857788,23878400,0.0,0.0
1981-04-20,0.11495500057935715,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08861860632896423,35347200,0.0,0.0
1981-04-21,0.12276799976825714,0.12332600355148315,0.12276799976825714,0.12276799976825714,0.09464163333177567,28537600,0.0,0.0
1981-04-22,0.12723200023174286,0.12779000401496887,0.12723200023174286,0.12723200023174286,0.09808290749788284,18995200,0.0,0.0
1981-04-23,0.13057999312877655,0.13113799691200256,0.13057999312877655,0.13057999312877655,0.10066385567188263,58016000,0.0,0.0
1981-04-24,0.13057999312877655,0.13057999312877655,0.12946400046348572,0.12946400046348572,0.09980355948209763,35056000,0.0,0.0
1981-04-27,0.1289059966802597,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09894321858882904,38528000,0.0,0.0
1981-04-28,0.12667399644851685,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09722261130809784,32188800,0.0,0.0
1981-04-29,0.125,0.125,0.12444200366735458,0.12444200366735458,0.09593207389116287,13641600,0.0,0.0
1981-04-30,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.12667399644851685,0.09765274822711945,12611200,0.0,0.0
1981-05-01,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.12667399644851685,0.09765274822711945,16553600,0.0,0.0
1981-05-04,0.12667399644851685,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09722261130809784,14448000,0.0,0.0
1981-05-05,0.12611599266529083,0.12611599266529083,0.125558003783226,0.125558003783226,0.09679242223501205,17539200,0.0,0.0
1981-05-06,0.12276799976825714,0.12276799976825714,0.12221000343561172,0.12221000343561172,0.09421144425868988,18950400,0.0,0.0
1981-05-07,0.12388399988412857,0.12444200366735458,0.12388399988412857,0.12388399988412857,0.09550191462039948,9363200,0.0,0.0
1981-05-08,0.125,0.125558003783226,0.125,0.125,0.09636222571134567,7907200,0.0,0.0
